景点14
大自然->39613->39545->39537->39514->39491->39485->39480->39464->39362->39351->39270->39253->39218->39172->39159->39152->39135->39134->39126->39124->39117->39101->39100->39099->39087->39085->39074->39072->39036->39004->39000->38981->38969->38957->38956->38935->38911->38898->38884->38873->38870->38856->38849->38842->38830->38821->38818->38810->38799->38766->38761->38755->38746->38740->38737->38719->38710->38709->38665->38664->38663->38636->38628->38627->38624->38605->38605->38585->38578->38576->38572->38561->38541->38527->38514->38511->38501->38500->38498		79个
周日->38499		1个
排队->39637->39633->39602->39579->39568->39567->39556->39546->39546->39532->39528->39508->39508->39453->39445->39427->39426->39420->39415->39408->39384->39378->39377->39355->39312->39306->39305->39301->39301->39282->39280->39266->39259->39259->39259->39256->39232->39232->39232->39230->39217->39161->39151->39139->39137->39136->39129->39129->39123->39116->39099->39093->39085->39082->39065->39057->39036->38980->38980->38974->38973->38969->38958->38947->38927->38920->38890->38882->38869->38865->38864->38861->38861->38861->38850->38837->38824->38823->38776->38750->38747->38747->38747->38724->38695->38632->38617->38600->38592->38580->38571->38571->38556->38536->38536->38536->38534->38532->38526->38525->38524->38517->38514->38499		104个
久->39614->39569->39427->39355->39085->39065->39057->39036->38882->38837->38837->38750->38577->38536->38499		15个
提供->39440->38499		2个
遮阳棚->38499		1个
烈日->38499		1个
汗湿->38499		1个
全身->38499		1个
票价->39443->39375->39294->39288->39276->39265->39259->39247->39244->39156->39043->38969->38936->38865->38786->38753->38740->38647->38531->38514->38499		21个
小贵->39537->39380->39335->39217->39152->39098->39072->38895->38628->38499		10个
感觉->39642->39610->39564->39549->39531->39505->39462->39460->39456->39454->39447->39424->39369->39299->39279->39267->39229->39192->39177->39174->39174->39169->39164->39162->39146->39122->39099->39099->39085->39085->39077->39047->39036->39036->39019->38985->38976->38949->38922->38922->38919->38914->38901->38869->38869->38830->38808->38789->38786->38770->38758->38751->38746->38745->38734->38717->38717->38714->38713->38710->38705->38693->38673->38668->38667->38649->38643->38634->38628->38628->38604->38602->38592->38589->38583->38572->38568->38553->38514->38514->38501->38500->38500		83个
优惠->39622->39463->39440->39424->39166->39136->39069->38955->38865->38724->38699->38592->38500		13个
建议->39446->39336->39235->39167->39132->39114->39093->39082->39056->38955->38903->38869->38869->38850->38839->38829->38745->38692->38638->38635->38592->38571->38564->38556->38556->38551->38536->38500		28个
精力->38500		1个
放在->38500		1个
爬->39185->39174->39156->38643->38500		5个
石梯->38500->38500		2个
眼力->38500		1个
劲全->38500		1个
盯紧->38500		1个
压根->38500		1个
法->38500		1个
欣赏->39482->39267->39081->39068->39005->38979->38965->38965->38914->38708->38536->38500		12个
风景->39606->39605->39599->39597->39593->39579->39562->39557->39549->39547->39503->39481->39479->39478->39477->39468->39413->39409->39353->39346->39318->39243->39242->39231->39228->39217->39191->39137->39107->39073->39063->39061->39057->39055->39035->39023->39010->39005->38996->38952->38946->38938->38909->38903->38902->38894->38879->38873->38865->38862->38860->38827->38815->38809->38788->38764->38747->38741->38717->38704->38678->38672->38669->38644->38629->38624->38622->38611->38606->38519->38518->38509->38500		73个
瑶寨->38500->38500		2个
住宅->38500		1个
扛着->38500		1个
行李->38500		1个
爬上爬下->38515->38500		2个
庆幸->38500		1个
找住->38500		1个
表演->39079->38930->38507->38500		4个
节目->38500		1个
表演者->38500		1个
麻木->38500		1个
好不好->38544->38500		2个
体会->38500		1个
豆腐花->38572->38500		2个
好吃->39390->38832->38654->38500		4个
地下河->39641->39635->39632->39627->39622->39616->39616->39607->39607->39605->39582->39570->39552->39546->39541->39533->39525->39504->39498->39496->39494->39493->39493->39491->39490->39487->39479->39460->39460->39457->39448->39432->39431->39429->39428->39422->39411->39396->39394->39390->39363->39334->39332->39321->39319->39315->39308->39291->39281->39281->39274->39273->39269->39265->39253->39243->39240->39234->39229->39226->39225->39224->39217->39161->39154->39146->39137->39132->39129->39126->39126->39126->39124->39123->39115->39107->39098->39094->39093->39081->39076->39061->39057->39054->39050->39048->39045->39032->39031->39025->39024->39023->39021->39018->39007->38992->38988->38977->38970->38970->38965->38959->38948->38944->38924->38923->38922->38913->38885->38884->38872->38870->38865->38863->38863->38857->38856->38850->38848->38846->38845->38845->38844->38840->38839->38837->38830->38824->38821->38818->38815->38810->38806->38802->38795->38789->38772->38769->38768->38768->38768->38767->38760->38750->38740->38739->38737->38734->38719->38718->38706->38695->38685->38680->38675->38669->38647->38639->38637->38635->38630->38627->38621->38609->38594->38592->38581->38581->38579->38578->38572->38569->38567->38564->38559->38557->38553->38551->38551->38543->38543->38536->38528->38527->38527->38525->38518->38514->38514->38511->38509->38500		192个
值得->39642->39640->39634->39629->39624->39617->39605->39594->39593->39592->39585->39570->39564->39561->39558->39554->39553->39548->39539->39534->39533->39531->39529->39528->39519->39518->39511->39510->39506->39505->39504->39502->39498->39495->39492->39487->39483->39476->39468->39467->39465->39464->39453->39442->39439->39422->39421->39417->39387->39363->39362->39360->39358->39352->39351->39345->39334->39326->39312->39308->39298->39297->39291->39287->39283->39278->39276->39275->39272->39269->39268->39262->39258->39254->39249->39245->39244->39243->39239->39236->39231->39226->39221->39220->39218->39211->39206->39205->39199->39197->39192->39190->39187->39179->39178->39176->39176->39168->39167->39166->39165->39160->39154->39135->39127->39119->39115->39113->39105->39096->39088->39087->39082->39078->39076->39074->39071->39068->39067->39066->39065->39064->39057->39053->39051->39049->39045->39037->39035->39032->39029->39023->39021->39016->39004->39002->39001->38993->38989->38985->38982->38981->38980->38979->38975->38973->38965->38961->38958->38957->38956->38955->38954->38946->38944->38943->38941->38940->38938->38935->38932->38932->38931->38929->38922->38915->38904->38899->38898->38896->38895->38894->38892->38892->38887->38886->38885->38881->38870->38869->38867->38862->38859->38851->38850->38849->38839->38836->38835->38831->38830->38827->38826->38823->38821->38812->38803->38801->38798->38796->38794->38781->38774->38768->38766->38760->38757->38755->38754->38746->38743->38741->38739->38738->38723->38721->38720->38709->38708->38706->38702->38701->38696->38691->38691->38687->38684->38681->38679->38669->38667->38658->38654->38653->38652->38651->38649->38648->38647->38641->38638->38634->38627->38623->38619->38611->38606->38604->38601->38599->38598->38596->38595->38594->38584->38575->38574->38571->38569->38568->38564->38563->38560->38559->38558->38555->38554->38553->38553->38544->38536->38535->38533->38530->38527->38526->38526->38517->38516->38516->38514->38514->38513->38511->38508->38505->38500		287个
一去->39634->39617->39605->39592->39570->39564->39558->39554->39548->39539->39529->39518->39502->39495->39476->39468->39467->39464->39439->39422->39387->39360->39334->39312->39308->39280->39278->39276->39269->39268->39262->39243->39218->39211->39205->39197->39190->39187->39179->39176->39167->39160->39115->39096->39088->39082->39065->39064->39053->39045->39021->39002->39001->38995->38979->38956->38955->38941->38935->38922->38904->38892->38887->38851->38849->38835->38831->38823->38798->38796->38768->38746->38739->38709->38702->38687->38681->38669->38667->38653->38649->38641->38638->38619->38604->38598->38594->38575->38568->38558->38555->38554->38535->38516->38513->38511->38500		97个
这是->39356->39233->39088->38500		4个
两->39214->39171->38845->38830->38695->38671->38647->38500		8个
车程->38501->38500		2个
开车->39435->39397->39305->39171->39020->38837->38827->38772->38638->38500		10个
方便快捷->39424->39418->39416->39292->39249->38916->38893->38801->38671->38500		10个
网上->39625->39622->39571->39559->39522->39463->39415->39366->39310->39280->39235->39209->39205->39183->39183->39137->39136->39069->38958->38923->38903->38866->38846->38772->38715->38702->38699->38699->38689->38685->38658->38621->38613->38586->38547->38533->38501		37个
订票->39625->39622->39618->39590->39574->39571->39559->39463->39440->39419->39416->39367->39366->39310->39243->39239->39212->39210->39204->39171->39136->39071->39045->38974->38923->38870->38870->38865->38702->38689->38685->38679->38675->38671->38671->38658->38621->38613->38555->38547->38533->38501->38501		43个
入园->39451->39397->39129->38974->38870->38869->38670->38501		8个
身份证->39133->38923->38870->38837->38813->38729->38724->38707->38689->38675->38670->38660->38613->38524->38524->38512->38501		17个
就行->39093->38787->38501		3个
不用->39625->39559->39556->39477->39302->39185->39151->39136->39082->38985->38947->38927->38839->38689->38670->38592->38556->38532->38512->38501		20个
去取->38501		1个
票->39550->39546->39522->39486->39466->39448->39417->39375->39305->39281->39238->39238->39235->39190->39121->39093->38980->38926->38846->38838->38715->38660->38655->38640->38613->38547->38509->38501		28个
漂亮->39627->39582->39570->39548->39546->39519->39394->39392->39329->39315->39269->39258->39224->39199->39190->39186->39163->39148->39144->39119->39050->39026->39019->39007->38995->38988->38979->38972->38968->38945->38880->38875->38873->38868->38823->38809->38806->38801->38778->38772->38698->38697->38634->38631->38615->38614->38563->38557->38555->38517->38501		51个
可谓->38501		1个
游览->39629->39552->39462->39417->39414->39363->39362->39266->39253->39240->39230->39185->39185->39175->39159->39152->39126->39045->39021->38992->38990->38986->38980->38976->38919->38865->38862->38860->38840->38827->38810->38789->38777->38760->38746->38745->38743->38742->38735->38668->38658->38651->38629->38627->38617->38564->38561->38549->38532->38525->38519->38515->38514->38511->38501->38501		56个
感叹->39253->39152->39134->39126->39072->38969->38719->38710->38709->38501		10个
神奇->39570->39390->39362->39218->39077->39074->39072->39019->38886->38856->38818->38761->38695->38663->38628->38605->38514->38501		18个
仿佛->39407->39229->39225->38501		4个
穿越->39505->38758->38501		3个
时空->39505->38501		2个
近距离->38501		1个
观赏->38957->38819->38784->38534->38526->38501		6个
难得一见->39159->38501		2个
美景->39483->39402->39221->39159->38986->38956->38815->38774->38501		9个
乘坐->38501->38501		2个
游船->39482->39413->39411->39401->39392->39242->39177->39023->39010->38979->38949->38940->38915->38910->38842->38842->38816->38775->38768->38747->38713->38695->38643->38623->38620->38606->38603->38596->38568->38562->38552->38534->38525->38525->38525->38525->38525->38516->38501		39个
船夫->38923->38501		2个
开船->38512->38501		2个
技术->38501		1个
很棒->39635->39103->38775->38775->38700->38688->38688->38659->38501		9个
摇摇晃晃->39185->38501		2个
导游->39641->39627->39597->39554->39540->39496->39488->39480->39461->39422->39346->39315->39305->39300->39281->39267->39264->39233->39227->39226->39203->39188->39181->39162->39156->39152->39152->39130->39129->39124->39124->39103->39094->39081->39081->39078->39043->39017->39010->39005->39000->38981->38979->38978->38975->38959->38957->38949->38923->38863->38863->38861->38839->38829->38820->38815->38812->38804->38799->38785->38778->38777->38777->38761->38754->38748->38743->38719->38710->38706->38701->38700->38700->38691->38674->38671->38670->38659->38647->38628->38626->38613->38583->38575->38562->38539->38536->38527->38522->38519->38512->38510->38501		93个
讲解->39554->39480->39346->39325->39315->39305->39227->39226->39162->39129->39124->39078->39043->39008->39000->38989->38981->38959->38957->38846->38839->38820->38815->38812->38804->38799->38778->38769->38754->38719->38706->38701->38691->38676->38651->38623->38575->38562->38561->38527->38525->38522->38510->38502->38501		45个
棒->39060->39023->38674->38626->38602->38501		6个
景点->39640->39636->39633->39631->39628->39612->39611->39595->39592->39574->39573->39558->39547->39547->39542->39536->39532->39531->39529->39525->39515->39495->39473->39465->39455->39451->39442->39426->39426->39406->39397->39391->39372->39366->39364->39347->39345->39345->39329->39327->39326->39316->39315->39315->39314->39311->39300->39299->39296->39282->39278->39264->39258->39250->39243->39240->39237->39233->39212->39209->39207->39205->39204->39190->39188->39184->39181->39175->39174->39169->39164->39152->39142->39133->39129->39102->39091->39084->39083->39026->39016->39014->38990->38989->38980->38978->38972->38965->38965->38960->38947->38947->38945->38925->38912->38910->38895->38894->38892->38888->38866->38864->38850->38845->38834->38815->38812->38786->38783->38779->38779->38778->38772->38750->38742->38725->38717->38706->38700->38697->38676->38675->38671->38663->38659->38659->38655->38651->38637->38625->38616->38615->38614->38606->38602->38601->38599->38586->38585->38546->38533->38533->38529->38528->38525->38508->38501->38501		148个
故事->39360->39241->39030->38501		4个
更具->38501		1个
观赏性->38779->38700->38501		3个
五彩->38501		1个
灯光->39459->39447->39350->39339->39316->39273->39254->39186->39185->39090->39018->38979->38970->38965->38964->38922->38829->38827->38758->38710->38607->38589->38562->38543->38501		25个
装饰->38758->38501		2个
显得->39542->39455->39186->39156->39090->38965->38827->38809->38501		9个
犹如->39169->38760->38695->38525->38501		5个
人间仙境->39505->38789->38610->38513->38501		5个
一般->39496->39480->39470->39448->39376->39336->39264->39195->39174->39155->39146->39124->39081->38992->38970->38865->38817->38750->38725->38725->38662->38632->38618->38539->38536->38531->38501		27个
里->39544->39462->39152->39124->39122->38981->38855->38779->38769->38501		10个
醉->38501		1个
氧->38501		1个
空气->39584->39576->39228->39006->38819->38756->38720->38628->38598->38501		10个
湿润->38622->38501		2个
一遍->38501		1个
皮肤->38501		1个
自然->39516->39478->39478->39221->38819->38809->38605->38544->38525->38514->38501		11个
位置->38945->38904->38501		3个
远->39635->39635->39296->39174->39158->38955->38952->38949->38859->38686->38638->38566->38537->38532->38501		15个
清远->39481->38971->38913->38830->38627->38567->38508->38501		8个
连州->39390->39326->39274->39258->39233->39225->39158->39142->39126->39064->39002->38972->38925->38914->38910->38856->38834->38830->38830->38830->38830->38815->38609->38581->38572->38538->38501->38501		28个
三个->39567->39532->39433->39305->39259->39205->39045->39045->38869->38615->38614->38588->38501		13个
大巴->38501		1个
公交->38501		1个
到达->39168->39165->39152->38980->38947->38718->38692->38536->38501->38501		10个
入口->39546->38959->38850->38737->38501		5个
摩->38501		1个
检票->38757->38501		2个
处->39243->39000->38850->38850->38501		5个
五六分钟->38501		1个
景色->39629->39623->39613->39607->39570->39555->39544->39540->39535->39509->39496->39478->39454->39453->39443->39441->39436->39433->39427->39425->39417->39411->39405->39397->39396->39388->39386->39385->39381->39377->39374->39373->39371->39361->39357->39345->39344->39336->39327->39322->39320->39317->39313->39311->39298->39297->39294->39280->39270->39265->39259->39248->39222->39208->39204->39203->39198->39189->39180->39178->39172->39167->39161->39157->39155->39150->39149->39132->39124->39105->39096->39086->39083->39080->39070->39046->39043->39028->39020->39019->39015->39012->39008->38997->38988->38982->38975->38971->38967->38963->38958->38955->38943->38942->38942->38941->38937->38933->38906->38903->38893->38888->38882->38876->38875->38872->38870->38863->38855->38848->38842->38839->38835->38829->38819->38817->38809->38807->38803->38795->38785->38777->38772->38769->38768->38759->38756->38752->38734->38727->38716->38709->38693->38692->38687->38671->38666->38648->38647->38641->38632->38628->38613->38603->38602->38597->38594->38593->38590->38566->38552->38549->38548->38547->38536->38527->38526->38525->38525->38518->38516->38515->38506->38502		164个
迷人->39453->38965->38502		3个
风景优美->39539->39324->39254->38951->38948->38836->38773->38720->38528->38502		10个
清晰->38846->38846->38812->38502		4个
好玩->39581->39581->39526->39519->39492->39476->39432->39425->39393->39386->39385->39354->39342->39310->39288->39242->39209->39208->39197->39083->39062->38893->38852->38828->38798->38797->38796->38728->38715->38713->38683->38619->38548->38544->38539->38538->38524->38503		38个
洞中->39503->39440->39440->39440->39440->39159->39091->39068->38958->38913->38911->38911->38871->38871->38871->38869->38845->38845->38845->38845->38802->38752->38648->38503		24个
仙景->39570->38627->38503		3个
下次->39603->39588->39560->39438->39418->39332->39205->39182->39179->39166->39083->38897->38881->38860->38822->38791->38723->38666->38503		19个
游玩->39640->39624->39601->39599->39546->39531->39511->39508->39481->39460->39449->39437->39408->39389->39261->39259->39254->39239->39235->39235->39225->39223->39216->39214->39196->39143->39132->39100->39099->39083->39050->39038->39038->39038->39016->39003->39003->39003->38986->38958->38954->38923->38895->38863->38862->38860->38850->38837->38803->38801->38793->38785->38776->38774->38700->38690->38638->38635->38613->38603->38594->38559->38544->38538->38529->38505->38504		67个
约->39417->39214->39152->39152->38886->38860->38846->38718->38603->38527->38527->38504		12个
门票->39589->39577->39542->39482->39472->39455->39440->39424->39424->39369->39347->39335->39300->39271->39258->39237->39217->39216->39205->39191->39164->39152->39137->39136->39101->39087->39072->39045->39045->39045->39045->39045->39045->39045->39023->38974->38974->38945->38944->38940->38915->38912->38906->38855->38853->38820->38816->38813->38810->38805->38792->38785->38739->38685->38682->38647->38621->38586->38561->38547->38536->38536->38504		63个
偏贵->39375->38837->38810->38603->38504		5个
总体->39296->39152->39086->38955->38947->38912->38837->38792->38788->38770->38643->38568->38504		13个
此生->38505		1个
无人->38505		1个
感到->38505		1个
奇特->39385->39339->39287->39231->39150->39145->39128->38933->38627->38505		10个
溶洞->39643->39544->39533->39507->39502->39501->39483->39482->39477->39470->39462->39446->39446->39425->39410->39407->39405->39403->39387->39343->39322->39309->39305->39296->39290->39287->39271->39271->39268->39265->39254->39240->39232->39225->39225->39219->39219->39217->39191->39185->39159->39159->39156->39155->39152->39152->39146->39123->39122->39122->39088->39076->39070->39066->39050->39044->39039->39034->39020->39020->38992->38984->38984->38977->38974->38948->38942->38931->38923->38919->38919->38917->38915->38884->38884->38883->38871->38870->38870->38865->38856->38853->38845->38845->38840->38828->38824->38824->38816->38816->38810->38801->38801->38769->38767->38762->38748->38746->38735->38730->38717->38697->38695->38695->38691->38687->38674->38673->38669->38668->38659->38659->38658->38650->38649->38637->38626->38597->38596->38592->38581->38571->38568->38567->38553->38552->38552->38552->38543->38534->38525->38525->38521->38520->38509->38505		136个
震撼->39632->39545->39440->39411->39396->39146->39099->39087->39085->39073->39072->39051->39036->38903->38824->38806->38803->38799->38788->38785->38738->38735->38718->38717->38713->38657->38572->38530->38505		29个
终生->38505		1个
难忘->38505		1个
不错->39640->39628->39628->39627->39626->39622->39621->39619->39617->39617->39611->39610->39608->39604->39601->39599->39597->39594->39589->39583->39582->39568->39557->39554->39554->39553->39552->39549->39549->39546->39542->39538->39536->39532->39529->39527->39525->39524->39522->39521->39521->39517->39511->39510->39509->39506->39497->39495->39490->39489->39483->39481->39475->39467->39465->39463->39460->39457->39455->39451->39450->39443->39442->39440->39438->39436->39433->39429->39427->39426->39424->39423->39420->39413->39412->39409->39397->39386->39383->39381->39380->39379->39377->39372->39366->39363->39359->39359->39357->39354->39353->39348->39347->39346->39342->39337->39335->39329->39326->39315->39306->39304->39302->39299->39297->39296->39295->39294->39290->39286->39282->39267->39266->39261->39250->39250->39246->39240->39234->39228->39225->39219->39218->39216->39214->39212->39211->39210->39208->39206->39204->39201->39198->39193->39183->39179->39173->39170->39170->39167->39162->39161->39152->39151->39137->39137->39132->39131->39129->39123->39117->39116->39111->39110->39106->39097->39086->39069->39066->39066->39066->39061->39056->39055->39051->39049->39047->39046->39043->39020->39017->39012->39009->39008->39002->39000->38994->38989->38986->38985->38983->38982->38978->38977->38952->38949->38947->38941->38932->38931->38922->38917->38902->38899->38894->38882->38877->38869->38868->38864->38863->38857->38852->38849->38848->38842->38832->38831->38822->38812->38803->38800->38795->38793->38792->38784->38783->38780->38777->38776->38770->38769->38769->38764->38761->38759->38754->38753->38752->38752->38748->38747->38746->38744->38742->38740->38737->38737->38732->38718->38714->38712->38704->38693->38680->38678->38676->38676->38676->38673->38673->38671->38671->38670->38653->38644->38643->38641->38622->38620->38613->38612->38611->38610->38608->38606->38605->38603->38597->38588->38583->38582->38573->38566->38561->38549->38547->38543->38539->38535->38529->38518->38516->38507->38506		285个
同事->38994->38506		2个
喜欢->39564->39507->39339->39324->39315->39227->39029->38994->38985->38893->38822->38787->38779->38754->38728->38624->38624->38569->38523->38516->38506		21个
旅游->39633->39590->39493->39445->39274->39159->39139->39128->39083->39075->38974->38970->38945->38847->38822->38794->38774->38671->38671->38670->38635->38507		22个
演员->38507		1个
敷衍->38507		1个
一游->39593->39504->39483->39417->39297->39293->39291->39168->39165->39154->39135->39119->39078->39071->38989->38985->38975->38973->38946->38938->38899->38881->38870->38839->38803->38799->38794->38757->38755->38738->38721->38720->38708->38706->38701->38684->38652->38611->38606->38601->38599->38596->38564->38563->38530->38517->38508		47个
不愧->39343->39326->38773->38698->38576->38508		6个
排->39639->39630->39433->39395->39355->39301->39280->39251->39167->39139->39129->39129->38990->38882->38870->38861->38861->38577->38508		19个
第一->39534->39326->39099->39085->39036->38628->38615->38614->38508		9个
冷->39486->39484->39323->39124->38568->38536->38508		7个
多带->38508		1个
一件->38690->38508		2个
衣服->39486->39484->39138->39124->38788->38536->38525->38525->38519->38508		10个
岀->38509		1个
特色->39643->39629->39592->39573->39539->39501->39451->39403->39391->39286->39241->39240->39134->39055->39054->39040->39012->38974->38970->38959->38910->38845->38834->38834->38819->38817->38816->38741->38740->38607->38585->38581->38552->38546->38544->38537->38534->38509		38个
秀美->38602->38509		2个
祖国->38862->38510		2个
河山->38510		1个
美不美->38510		1个
全->38510		1个
张嘴->38510		1个
现场->39637->39575->39568->39565->39340->39337->39304->39291->39265->39243->39217->39166->39164->39093->39093->39093->39047->38970->38957->38923->38903->38890->38837->38837->38785->38772->38510		27个
讲解员->39325->39254->39206->39206->39126->39008->38966->38850->38850->38757->38727->38676->38651->38525->38510		15个
草率->38510		1个
轻描淡写->38510		1个
壮观->39636->39634->39615->39533->39531->39516->39498->39491->39485->39479->39462->39440->39370->39369->39368->39367->39334->39324->39322->39287->39265->39243->39241->39233->39193->39148->39133->39087->39082->39082->39054->39045->38988->38972->38950->38940->38915->38854->38833->38824->38807->38802->38801->38772->38749->38738->38708->38700->38684->38680->38666->38656->38652->38647->38628->38627->38602->38579->38567->38565->38562->38559->38533->38532->38527->38521->38511		67个
洞藏->38511		1个
天地->38876->38511		2个
奇石->39019->38839->38527->38511->38511->38511		6个
景观->39641->39634->39616->39504->39491->39458->39440->39390->39303->39232->39216->39191->39142->39066->39039->39002->39000->38974->38919->38912->38877->38853->38845->38758->38676->38659->38635->38623->38620->38562->38554->38530->38511		33个
钟乳石->39632->39552->39546->39469->39429->39325->39315->39225->39129->39122->39094->39090->39032->39030->39027->39018->38992->38964->38964->38940->38940->38936->38924->38915->38915->38896->38865->38848->38845->38818->38802->38785->38779->38775->38769->38768->38760->38737->38717->38717->38691->38656->38627->38599->38582->38581->38581->38543->38541->38511		50个
天然->39518->39407->39350->39287->39178->39159->39159->39088->39077->39076->39044->39002->38979->38959->38942->38936->38919->38897->38895->38886->38869->38845->38845->38840->38819->38810->38802->38758->38744->38668->38658->38615->38615->38614->38614->38530->38514->38511		38个
氧吧->38511		1个
全程->39571->39478->39477->39426->39368->39162->39159->39152->39082->39045->38886->38863->38785->38705->38691->38676->38671->38659->38527->38527->38511->38511		22个
可分种->38511		1个
步行->39610->39470->39203->39185->39159->39152->38981->38896->38850->38850->38834->38834->38829->38829->38717->38691->38676->38676->38658->38642->38536->38536->38536->38527->38525->38525->38525->38519->38519->38515->38511		31个
先随->38511		1个
拍->39012->38986->38863->38664->38628->38580->38511		7个
走进->39154->39099->39085->39036->38737->38635->38511		7个
岩洞->39605->39525->39489->39284->39193->38901->38901->38901->38854->38799->38530->38511		12个
坐船->39614->39612->39610->39607->39546->39506->39470->39420->39414->39410->39371->39339->39319->39316->39315->39309->39305->39299->39286->39284->39267->39259->39259->39240->39232->39230->39221->39193->39185->39185->39174->39156->39152->39138->39138->39129->39099->39084->39071->39050->39046->39023->38992->38986->38981->38977->38974->38959->38950->38947->38947->38947->38923->38901->38873->38863->38862->38861->38860->38853->38850->38850->38850->38850->38846->38834->38830->38829->38829->38815->38785->38777->38750->38745->38742->38737->38735->38730->38719->38691->38675->38658->38635->38628->38613->38607->38605->38597->38594->38592->38589->38586->38580->38571->38567->38556->38548->38543->38539->38536->38536->38536->38536->38532->38527->38519->38515->38511->38511		109个
自我->38511		1个
感受->39413->39396->39362->39146->39124->39100->39074->38981->38856->38691->38687->38636->38628->38605->38585->38565->38561->38525->38511		19个
先苦后甜->38511		1个
入后->38511		1个
岩路->38511		1个
走->39635->39631->39512->39470->39461->39456->39447->39396->39361->39305->39287->39267->39217->39193->39188->39174->39152->39145->39082->39081->39081->39081->39071->39047->39043->39023->39023->38992->38986->38986->38985->38966->38955->38947->38914->38865->38863->38861->38840->38832->38751->38748->38747->38734->38730->38727->38727->38682->38674->38671->38609->38581->38579->38571->38566->38556->38539->38532->38523->38511		60个
先甜后->38511		1个
苦->38511		1个
个钟->38511		1个
环境->39619->39570->39565->39554->39518->39507->39488->39424->39387->39361->39348->39298->39293->39285->39278->39267->39261->39252->39206->39197->39111->39099->39085->39081->39066->39041->39037->39036->39015->39009->38937->38936->38899->38808->38804->38757->38700->38656->38641->38622->38598->38560->38512		43个
